Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,descript_1,type,htmlpopup,layerId,xcoord,ycoord
Schloss-Nidau-Area-4,,,,,,-1,0,-1,,,,marker,,,2584928.28059163,1219614.48181412
Schloss-Nidau-Area-3,,,,,,-1,0,-1,,,,marker,,,2584949.35019327,1219634.88442696
Schloss-Nidau-Area 7,,,,,,-1,0,-1,,,,marker,,,2584873.03644077,1219641.74942749
Schloss-Nidau-Area-1,03-04,,,,,-1,0,-1,,,,marker,,,2584894.56862351,1219694.72496665
vorhoelzli-forest-5,"28-02-2021, 12-03-2021, surveyed from forest edge to the edge of the trail on the left side of the path, also surveyed first 15 meters of road leading down.
",,,,,-1,0,-1,,,,,,,2588595.93510588,1221747.75374476
vorhoelzli-forest-6,"28-02-2021, surveyed forest edge and field along path",,,,,-1,0,-1,,,,,,,2588695.31067799,1222686.33999893
griendamm-forest-1,19-02 surveyed forest path and field/forest boundary,,,,,-1,0,-1,,,,,,,2591562.38338112,1220513.50470862
underwald-forest-1,"19-02, Tussilago farfara L.
Several masses of flowers, around 40 buds total on each side of the path here. 30% or so in flower.
Helleborous Foetidous
Lots of flowering HF in about a 150 meter radius of this spot, which itself contains a huge patch of HF",,,,,-1,0,-1,,,,,,,2592084.5700796,1219917.54980827
underwald-forest-2,"19-02, Large patch of Galanthus Nivalis, about 12 square meters in all. There was a bee feeding on the flowers. veronica persica on the outside of the forest",,,,,-1,0,-1,,,,,,,2592321.99419791,1219711.92911964
hoell-alte-aare,19-02 surveyed the perimeter of a field in the middle of the nature reserve,,,,,-1,0,-1,,,,,,,2592289.93744832,1221428.33552573
vinelz-lake-1,"25-02-202, survey area is a few meters to each side of the path. Bellis perennis in the grass, tussilago farfara on the lakeshore side.",,,,,-1,0,-1,,,,,,,2574845.30827587,1209782.59207934
schalterrain-forest-3,"25-02-2021, surveyed end of forest, beginning of field after path, tussilago farfara visible somewhat outside the survey range",,,,,-1,0,-1,,,,,,,2575481.23350433,1208593.73557266
schalterrain-forest-2,"25-02-2021 surveyed both sides of path where the forest had been somewhat recently cleared,",,,,,-1,0,-1,,,,,,,2576864.93051614,1208225.2510117
schalterrain-forest-1,"25-02-2021 surveyed the entrance to the forest. large patches of lamium purpureum, galanthus nivalis slightly out of survey area",,,,,-1,0,-1,,,,,,,2577371.25579655,1208038.20899367
ruisseau-de-vaux,15-02-2021 surveyed the hil,,,,,-1,0,-1,,,,,,,2572944.65639957,1212742.73516192
muelau-forest-1,"17-02-2021, surveyed the forest path until the schütenzhaus, then looped along the path along the aare,",,,,,-1,0,-1,,,,,,,2587372.93548473,1209074.73081443
aarberg-alte-aare-1,"17-02-2021, surveyed area between road and alte-aare branch from baldsteg to holzkraftwerk aarberg",,,,,-1,0,-1,,,,,,,2587520.27096196,1209722.61147617
jaissberg-forest-1,"first flowers encountered were galanthus nivalis near the forest hut, nothing else around.
",,,,,-1,0,-1,,,,,,,2587794.03755918,1217589.99984114
jaissberg-forest-3,"23-02-2021, surveyed from where the stream crosses the path to the end of the forest.",,,,,-1,0,-1,,,,,,,2587504.80501315,1217909.58563396
jaissberg-forest-2,"23-02-2021, surveyed the path between where the bike trail ends and the forest path turns hard left",,,,,-1,0,-1,,,,,,,2587726.14273053,1217838.50419939
"laengholz-forest-10
","23-02-2021, surveyed field/forest edge
",,,,,-1,0,-1,,,,,,,2588375.71050308,1220252.52000317
laengholz-forest-9,"23-02-2021, surveyed both sides of forest path after encountering Chrysoplenium alternum",,,,,-1,0,-1,,,,,,,2588515.5164612,1220149.18744655
au-vernet-suze-1,"surveyed the forest and its surrounding area, main feature is small patches of leocojum verna",,,,,-1,0,-1,,,,,,,2584731.97169762,1226385.28439771
la-heutte-suze-2,"18-02-2021, surveyed between this point and the bridge, corylus avellana, small stellaria media, one patch helleborous foetidus",,,,,-1,0,-1,,,,,,,2584303.45846039,1226415.05638614
frinvilier-ramp-1,"08-02-21
Corylus avellana, only flowers visible were the two helleborous foetidus flowers. Scattered corylus avellana-type trees in flower",,,,,-1,0,-1,,,,,,,2585938.33450415,1224262.35900167
nidau-buren-kanal-1,"04-02 surveyed area between the two bridges and between the river and path.
",,,,,-1,0,-1,,,,,,,2587933.3439723,1218834.25839031
nidau-buren-kanal-2,05-02-2021. surveyed area opposite gardens.,,,,,-1,0,-1,,,,,,,2586479.34204214,1218494.88430631
nidau-buren-kanal-3,"05-02-2021 surveyed area between path and river, specifically this patch of forest and the area immediately around it.",,,,,-1,0,-1,,,,,,,2587090.47023694,1218330.24834598
nidau-buren-kanal-4,"05-02-2021, surveyed area around the path of bare grass between thickets of small trees.
",,,,,-1,0,-1,,,,,,,2586289.3231657,1218568.38551028
obem-fuchsenried-forest-1,"24-02, surveyed path between road and forest road
",,,,,-1,0,-1,,,,,,,2586712.46501444,1222788.67746005
obem-fuchsenried-2,"25-02-2021, surveyed forest patch on both sides of path between the path junctions
",,,,,-1,0,-1,,,,,,,2586434.59622111,1222474.93678914
schneidergaessli-madretschkanal-1,"05-02-2021, surveyed treeline and grassy area
",,,,,-1,0,-1,,,,,,,2585804.41830901,1220346.01607786
buerenstrasse-suze-7,"11-02, 20-03, surveyed area between path, fence and river.
",,,,,-1,0,-1,,,,,,,2587308.65465387,1222060.80164991
buerenstrasse-suze-6,"11-02, 20-03
",,,,,-1,0,-1,,,,,,,2587211.97923239,1222325.71898405
schuessinsel-kanal-7,"24-02-2021, surveyed area between swatch fence and kanal. bounded by bridged on each end.
",,,,,-1,0,-1,,,,,,,2586690.95957278,1221501.94629363
mettmoos-field-1,,,,,,-1,0,-1,,,,,,,2587776.1266126,1220821.656475
"laengholz-forest-11
","12-03-2021, surveyed short distance into the wet forest behind mettmoos
",,,,,-1,0,-1,,,,,,,2587825.94044786,1220738.70592457
neumatt-field-1,12-03-2021,,,,,-1,0,-1,,,,,,,2588706.40250731,1221256.21322738
neumatt-stream-1,12-03-2021,,,,,-1,0,-1,,,,,,,2588670.28260731,1221142.68346508
"neumatt-stream-2
","12-03-2021, area between highway and road on bank of the stream
",,,,,-1,0,-1,,,,,,,2588712.06963006,1220978.620005
laengholz-forest-12,"12-03-202, surveyed forest area on the north side of the path, about 2 meters in.
",,,,,-1,0,-1,,,,,,,2586832.21113426,1220908.97654999
laengholz-forest-13,"12-03-2021, surveyed area before, around and after pond along the path 
",,,,,-1,0,-1,,,,,,,2587144.38463595,1220914.03754667
laengholz-forest-14,"12-03-2021, scattered salix, flowers not yet ready to go on the ranunculus, anemone, but getting there.
",,,,,-1,0,-1,,,,,,,2587579.27475524,1221045.16211208
vorhoelzli-forest-7,"12-03-2021, surveyed area in and around logpile
",,,,,-1,0,-1,,,,,,,2588776.19360908,1221334.3921354
zuerichstrasse-leugene-1,"18-03-2021, surveyed both banks of the leugene between houses and highway
",,,,,-1,0,-1,,,,,,,2589365.30537296,1223485.5718822
bifangmattenweg-leugene-1,,,,,,-1,0,-1,,,,,,,2589501.81716012,1223767.59189011
bifangmattenweg-forest-1,,,,,,-1,0,-1,,,,,,,2589683.94238906,1223827.31690893
nidau-buren-kanal-5,"16-03, surveyed area immediately after rinstrasse/kanalweg junction to about 50 meters along
",,,,,-1,0,-1,,,,,,,2586388.70750382,1218644.01066181
nidau-buren-kanal-6,"16-03, surveyed from the area between the first section of gardens and the river bank.
",,,,,-1,0,-1,,,,,,,2586864.87631771,1218424.48733831
nidau-buren-kanal-7,"16-03-2021, surveyed the area between the path and the river and few meters into the second to last field before the gardens.
",,,,,-1,0,-1,,,,,,,2586605.7904456,1218541.69039093
mandschurei-forest-1,"04-03-2021, surveyed field and forest entrance. Nothing in flower in forest entrance other than corylus avellana and alnus glutinosa, field had some flowers.
",,,,,-1,0,-1,,,,,,,2590446.05814864,1216243.81261173
mandschurei-forest-3,"04-03-2021, surveyed area at entrance to forest, into forest and across bridge into clearing.
",,,,,-1,0,-1,,,,,,,2590292.42097772,1215934.2876312
mandschurei-forest-2,"04-03-2021, surveyed area near galanthus nivalis patch.
",,,,,-1,0,-1,,,,,,,2590302.07640111,1216108.84839955
mueligrien-forest-1,"04-03-2021, surveyed exit of forest path. nothing in forest, flowers in the field area.
",,,,,-1,0,-1,,,,,,,2590163.25129648,1216644.49255525
lyssbach-forest-1,"04-03-2021, surveyed floodplain area
",,,,,-1,0,-1,,,,,,,2590315.11785098,1215334.24444599
lyssbach-forest-2,,,,,,-1,0,-1,,,,,,,2590313.15918872,1215575.29498224
austrasse-forest-1,"05-03-2021, surveyed both sides of road  leading to forest, about 20 meters.
",,,,,-1,0,-1,,,,,,,2585526.33664969,1204123.74682656
austrasse-forest-2,"05-03-2021, surveyed area to the left and right of the path. blankets of scillia bifolia and allium ursinum.
",,,,,-1,0,-1,,,,,,,2585599.70814097,1204308.00242441
austrasse-forest-3,"05-03, surveyed from primula elatior to stream.
",,,,,-1,0,-1,,,,,,,2585674.61055122,1204233.38046574
,,,,,,-1,0,-1,,,,marker,,,2601015.05061894,1197473.08304895
pfeidli-forest-5,"17-03-21, survey area is entirety of forest area between roads and cemetery.
",,,,,-1,0,-1,,,,,,,2587392.49362385,1219157.02637144
mooswaeldli-forest-1,"25-03-21, survey area is first meters into forest, until 10 meters after path turns left
",,,,,-1,0,-1,,,,,,,2586364.06263772,1219086.96570791
mooswaeldli-forest-2,,,,,,-1,0,-1,,,,,,,2586291.26180652,1219113.71581738
mooswaeldli-forest-3,"25-03-2021, survey is clearing and extending 5 meters further out, plus entrance of forest to grassy area.
",,,,,-1,0,-1,,,,,,,2586159.4331383,1219140.60457081
buerenstrasse-suze-8,"20-03, surveyed area between house and road and path, and between path and river
",,,,,-1,0,-1,,,,,,,2587313.30579011,1222171.23345803
buerenstrasse-suze-9,"20-03-21, surveyed grassy triangle area and the area between path and river.
",,,,,-1,0,-1,,,,,,,2587266.55745066,1222284.67745312
scheuessinsel-suze-11,"13-03-2021, surveyed small area between path and the river.",,,,,-1,0,-1,,,,,,,2586790.03002446,1221484.97005753
holunderweg-madretschkanal-8,"14.03.2021, surveyed opposite bank of madretschkanal from a distance.
",,,,,-1,0,-1,,,,,,,2586194.90225769,1221108.79961882
zukunftstrasse-madretschkanal-2,09.03.2021,,,,,-1,0,-1,,,,,,,2585690.23317148,1220102.16150695
Alfred-aebi-strasse-area-5,,,,,,-1,0,-1,,,,,,,2585597.32332877,1220011.99036779
"saint-paulus-weg-area-1
",,,,,,-1,0,-1,,,,,,,2585959.7095681,1220013.15406228
muehlefeldweg-park-2,"28.03.21, surveyed the section park in between the sidewalk
",,,,,-1,0,-1,,,,,,,2586002.34313056,1219863.05562461
muehlefeldweg-berm-4,"28.03, survey area is between railroad tracks, ending track, berm-1,sidewalk
",,,,,-1,0,-1,,,,,,,2585859.35857632,1219903.59645757
laengholz-forest-16,"08-03-2021, surveyed both sides of path  until sharp south turn in cemetery walls.
",,,,,-1,0,-1,,,,,,,2586762.78298751,1219528.38087879
Karl-Neuhaus-Strasse-park-1,"surveyed entire park area, including the mowed area, the tree and shrubby areas on each side of the fence
29-03-2021",,,,,-1,0,-1,,,,marker,,,2585131.92655055,1220880.69718705
"frinvillier-suze-1
","31.05,  surveyed both side of the road between bridge and building.
",,,,,-1,0,-1,,,,,,,2585621.16486667,1224553.61384878
frinvillier-suze-2,"31.05, surveyed right side of suze river along path, included upper forest area through the artificial ponds.
",,,,,-1,0,-1,,,,,,,2585629.28107995,1224639.57780432
taubenloch-suze-1,"02.06.21, surveyed first 15 meters of the empty lot
",,,,,-1,0,-1,,,,,,,2587005.97421051,1222534.36672395
studen-forest-1,28-06-2021,,,,,-1,0,-1,,,,,,,2589482.95607696,1217672.41464733
studen-forest-2,28-06-2021,,,,,-1,0,-1,,,,,,,2589363.56101162,1217995.44567855
murtenstrasse-area-1,29-06-2021,,,,,-1,0,-1,,,,,,,2585397.30186581,1220115.63989762
cdf-forest-1,29-06-2021,,,,,-1,0,-1,,,,,,,2552629.0171279,1217461.54064766
cdf-forest-2,29-06-2021,,,,,-1,0,-1,,,,,,,2552537.03254397,1217468.30051914
cdf-forest-3,29-06-2021,,,,,-1,0,-1,,,,,,,2552597.47106407,1217540.68395567
cdf-sbb-1,06-29-2021,,,,,-1,0,-1,,,,,,,2553402.75303365,1216443.79613504
cdf-sbb-2,,,,,,-1,0,-1,,,,,,,2553396.11343485,1216322.25349563
schuessinsel-suze-12,30-06-2021,,,,,-1,0,-1,,,,,,,2587141.00877333,1221793.07523788
Felseck-forest-1,01-07-2021,,,,,-1,0,-1,,,,,,,2584068.14457418,1220434.33840598
felseck-forest-2,01-07-2021,,,,,-1,0,-1,,,,,,,2583886.37908112,1220368.02502191
schwanengasse-area-5,02-07-2021,,,,,-1,0,-1,,,,,,,2585913.03287552,1220749.02248163
jurastrasse-area-1,03-07-2021,,,,,-1,0,-1,,,,,,,2585559.55691756,1221275.20033159
portrasse-park-1,,,,,,-1,0,-1,,,,,,,2586327.11837308,1219505.41335196
portstrasse-park-2,,,,,,-1,0,-1,,,,,,,2586297.60072859,1219504.87016522
portstrasse-lot-1,,,,,,-1,0,-1,,,,,,,2586591.2954613,1219298.54593631
schwanengasse-area-6,,,,,,-1,0,-1,,,,,,,2585940.6144353,1220754.66017518
portstrasse-lot-2,,,,,,-1,0,-1,,,,,,,2586612.37522304,1219315.41902908
portstrasse-lot-3,,,,,,-1,0,-1,,,,,,,2586567.75040315,1219328.88338879
portstrasse-lot-4,,,,,,-1,0,-1,,,,,,,2586546.29815955,1219301.7387369
seevorstrasse-area-1,,,,,,-1,0,-1,,,,,,,2585147.51019208,1220984.26238362
alfred-aebi-strasse-area-10,,,,,,-1,0,-1,,,,,,,2585467.63393697,1219933.60650024
cygnes-cff-1,,,,,,-1,0,-1,,,,,,,2586049.6776675,1220843.431212
sbb-area-1,,,,,,-1,0,-1,,,,,,,2585061.587962,1220119.73505002
murtenstrasse-area-2,,,,,,-1,0,-1,,,,,,,2585429.91049219,1220152.52528098
bielstrasse-berm-1,,,,,,-1,0,-1,,,,,,,2586471.81434032,1219527.50477574
bermenstrasse-area-3,,,,,,-1,0,-1,,,,,,,2586441.70914811,1219638.05939171
mattenstrasse-berm-4,,,,,,-1,0,-1,,,,,,,2586298.26036072,1220831.56602231
mettstrasse-area-2,,,,,,-1,0,-1,,,,,,,2586406.19133432,1220754.06134049
mettstrasse-area-1,,,,,,-1,0,-1,,,,,,,2586483.49116889,1220789.1823742
sbb-area-3,,,,,,-1,0,-1,,,,,,,2584975.69246678,1220303.79175465
"sbb-area-2
",,,,,,-1,0,-1,,,,,,,2584947.58938512,1220228.50858421
Point 373,,,,,,-1,0,-1,,,,,,,2586302.17798743,1219659.72634685
portstrasse-berm-2,,,,,,-1,0,-1,,,,,,,2586464.8160938,1219244.50270726
portstrasse-berm-1,,,,,,-1,0,-1,,,,,,,2586340.90121376,1219618.67996052
mettmoos-field-2,,,,,,-1,0,-1,,,,,,,2587618.45670801,1220835.69244666
alpenstrasse-lot-1,,,,,,-1,0,-1,,,,,,,2584534.73185127,1220552.23669798
muehlestrasse-suze-2,,,,,,-1,0,-1,,,,,,,2587221.49149243,1221863.27484684
schuessinsel-suze-13,,,,,,-1,0,-1,,,,,,,2587126.70679956,1221728.26882047
dammweg-berm-1,,,,,,-1,0,-1,,,,,,,2584740.82844399,1220594.79342501
murtenstrasse-area-3,,,,,,-1,0,-1,,,,,,,2585429.05380967,1220134.294662
sbb-area-4,,,,,,-1,0,-1,,,,,,,2585346.58861168,1220053.60719726
paulusweg-area-2,,,,,,-1,0,-1,,,,,,,2586088.25492009,1220128.00566685
unterer-quai-suze-1,,,,,,-1,0,-1,,,,,,,2584701.80018612,1220264.47013522
oberer-quai-1,,,,,,-1,0,-1,,,,,,,2585705.8961596,1220876.23683412
sundgraben-beach-1,,,,,,-1,0,-1,,,,,,,2627217.02045922,1170390.17300109
"seefelsweg-berm-1
",,,,,,-1,0,-1,,,,,,,2584638.52057878,1220443.55944975
kreuzplatz-box-1,,,,,,-1,0,-1,,,,,,,2585822.85818207,1220148.2579401
alleestrasse-lot-1,,,,,,-1,0,-1,,,,,,,2585917.02779434,1220655.32556634
paulusweg-area-3,,,,,,-1,0,-1,,,,,,,2585948.71029094,1220029.9898465
laengholz-forest-15,,,,,,-1,0,-1,,,,,,,2588236.50471424,1220841.80130286
flaesserweg-lot-1,,,,,,-1,0,-1,,,,,,,2584711.74531142,1219779.23150708
alfermee-forest-1,,,,,,-1,0,-1,,,,,,,2582470.91243728,1219048.44868783
alfermee-beach-1,,,,,,-1,0,-1,,,,,,,2582494.490094,1218997.28292059
pfeidli-forest-6,,,,,,-1,0,-1,,,,,,,2587570.14760421,1218994.10165416
salzhausstrasse-area-2,,,,,,-1,0,-1,,,,,,,2585349.5943786,1219992.82030452
salzhausstrasse-area-1,,,,,,-1,0,-1,,,,,,,2585286.3881691,1219944.90495218
alexander-moser-strasse-berm-1,,,,,,-1,0,-1,,,,,,,2585422.75168615,1219864.26577148
bernstrasse-area-1,,,,,,-1,0,-1,,,,,,,2585036.22636793,1219667.16067763
mattenstrasse-area-1,,,,,,-1,0,-1,,,,,,,2585815.48977005,1220476.82052258
felseck-forest-4,,,,,,-1,0,-1,,,,,,,2583836.07232764,1220284.82513471
felseck-forest-3,,,,,,-1,0,-1,,,,,,,2583873.38421449,1220312.71733868
cdf-sbb-3,,,,,,-1,0,-1,,,,,,,2553137.93764285,1216395.25933835
nidau-lot-1,,,,,,-1,0,-1,,,,,,,2585066.43617221,1219256.52612444
jaissberg-forest-4,,,,,,-1,0,-1,,,,,,,2588256.12561284,1218310.88738328
fallbringenhof-forest-1,,,,,,-1,0,-1,,,,,,,2585829.20003431,1222361.83410614
magglingen-forest-2,,,,,,-1,0,-1,,,,,,,2582584.19439519,1221652.9978039
magglingen-forest-1,,,,,,-1,0,-1,,,,,,,2582313.19766455,1221292.92481123
gartenstrasse-area-1,,,,,,-1,0,-1,,,,,,,2585682.01940773,1220586.3049197
cdf-sbb-4,,,,,,-1,0,-1,,,,,,,2553050.62620259,1216308.56300218
salzhausstrasse-madretschkanal-1,,,,,,-1,0,-1,,,,,,,2585132.00952817,1219762.95238334
"orvin-forest-1
",,,,,,-1,0,-1,,,,,,,2579481.88068351,1221950.3088518
orvin-field-1,,,,,,-1,0,-1,,,,,,,2580575.51929517,1222744.43220985
cdf-forest-5,,,,,,-1,0,-1,,,,,,,2554488.22313148,1215740.84919309
cdf-forest-4,,,,,,-1,0,-1,,,,,,,2554490.64856954,1215891.9981247
flaesserweg-lot-2,,,,,,-1,0,-1,,,,,,,2584643.85443368,1219683.21849664
untererquai-suze-2,,,,,,-1,0,-1,,,,,,,2584928.70414752,1220400.72260055
untererquai-suze-3,,,,,,-1,0,-1,,,,,,,2585012.25391208,1220447.97118407
untererquai-suze-4,,,,,,-1,0,-1,,,,,,,2584899.29412193,1220381.20847237
"jurastrasse-park-1
",,,,,,-1,0,-1,,,,,,,2585662.71528304,1221398.5543366
waffengasse-area-1,,,,,,-1,0,-1,,,,,,,2585259.21300596,1220527.66401811
fontenalstrasse-area-1,,,,,,-1,0,-1,,,,,,,2586564.6362289,1221999.82004056
pery-forest-1,,,,,,-1,0,-1,,,,,,,2585696.83684963,1226616.62069329
cdf-sbb-6,,,,,,-1,0,-1,,,,,,,2553428.35299488,1216270.30329253
cdf-forest-6,,,,,,-1,0,-1,,,,,,,2554024.48895857,1215628.81637887
holunderweg-madretschkanal-6,,,,,,-1,0,-1,,,,,,,2586153.78617718,1221033.60775353
schmiedweg-box-2,,,,,,-1,0,-1,,,,,,,2585897.21927277,1219992.86866411
schmiedweg-box-1,,,,,,-1,0,-1,,,,,,,2585879.74441089,1219985.80624303
cygnes-cff-2,,,,,,-1,0,-1,,,,,,,2586008.91895936,1220834.29989963
cdf-sbb-5,,,,,,-1,0,-1,,,,,,,2553342.84896686,1216517.94341043
bermenstrasse-area-4,,,,,,-1,0,-1,,,,,,,2586403.54907597,1219689.98786275
muehlestrasse-berm-2,,,,,,-1,0,-1,,,,,,,2587316.87135482,1221492.75519589
schmiedweg-lot-1,,,,,,-1,0,-1,,,,,,,2585806.46431285,1220031.84127573
holunderweg-madretschkanal-7,,,,,,-1,0,-1,,,,,,,2585966.50406526,1220926.55356419
buttenbergstrasse-park-1,,,,,,-1,0,-1,,,,,,,2588290.76798923,1221734.09783358
vorhoelzli-forest-8,,,,,,-1,0,-1,,,,,,,2589488.15291281,1223319.88898912
vorhoelzli-forest-9,,,,,,-1,0,-1,,,,,,,2589556.58748984,1223375.11083765
freiburgstrasse-berm-2,,,,,,-1,0,-1,,,,,,,2585457.48177163,1220084.72956463
freiburgstrasse-berm-1,,,,,,-1,0,-1,,,,,,,2585473.06147057,1220089.26060477
Fallbringenhof-forest-2,,,,,,-1,0,-1,,,,,,,2586063.22450686,1222355.95281009
brueggstrasse-area-3,"formerly box brueggstrasse box 7-10
",,,,,-1,0,-1,,,,,,,2586034.10677145,1219848.32770369
