 ID taxon,species,nom allemand,nom francais,nom italien,priorite,menace,responsabilite,necessite de prendre des mesures,Necessite de surveiller les populations,connaissances suffisantes?,techniques connues?,Jura,Plateau
371900,Saxifraga aphylla Sternb.,Schmalkronblaettriger Steinbrech,Saxifrage a tige nue,Sassifraga nordalpina,4,LC,3,0,0,1,0,0,0
372400,Saxifraga bulbifera L.,Zwiebel-Steinbrech,Saxifrage bulbifere,Sassifraga bulbifera,1,EN,3,2,2,2,1,0,0
372600,Saxifraga cernua L.,Arktischer Knoellchen-Steinbrech,Saxifrage penchee,Sassifraga incurvata,2,VU,3,2,1,2,1,0,0
372700,Saxifraga cotyledon L.,Strauss-Steinbrech,Saxifrage cotyledon,Sassifraga dei graniti,4,LC,3,0,0,1,0,0,0
373000,Saxifraga diapensioides Bellardi,Diapensienartiger Steinbrech,Saxifrage diapensie,Sassifraga simile a diapensia,3,NT,3,0,1,1,0,0,0
373400,Saxifraga granulata L.,Knoellchen-Steinbrech,Saxifrage granulee,Sassifraga granulosa,4,VU,1,2,2,2,1,A,A
373600,Saxifraga hirculus L.,Goldblumiger Steinbrech,Saxifrage bouc,Sassifraga delle torbiere,1,CR,3,2,2,2,1,A,C
373795,Saxifraga hostii Tausch,Hosts Steinbrech,Saxifrage de Host,Sassifraga di Host,3,VU,2,1,0,1,0,0,0
374300,Saxifraga muscoides All.,Flachblaettriger Steinbrech,Saxifrage fausse mousse,Sassifraga muscosa,4,LC,3,0,0,1,0,0,0
374400,Saxifraga mutata L.,Safrangelber Steinbrech,Saxifrage changee,Sassifraga gialla,4,NT,2,0,0,1,0,0,A
374550,Saxifraga oppositifolia subsp. amphibia (Suend.) Braun-Blanq.,Bodensee-Steinbrech,Saxifrage du Lac de Constance,Sassifraga del Lago di Constanza,2,EX,1,0,2,1,0,0,C
374995,Saxifraga retusa Gouan,Gestutzter Steinbrech,Saxifrage tronquee,Sassifraga retusa,4,VU,1,1,0,1,0,0,0
375700,Saxifraga seguieri Spreng.,Seguiers Steinbrech,Saxifrage de Seguier,Sassifraga di Seguier,4,LC,3,0,0,1,0,0,0
377900,Scandix pecten-veneris L.,Venuskamm,Scandix peigne de Venus,Pettine di Venere,3,EN,1,2,0,2,1,A,A
378000,Scheuchzeria palustris L.,Blumenbinse,Scheuchzerie des marais,Giuncastrello delle torbiere,4,VU,1,1,1,1,0,A,A
378300,Schoenoplectus mucronatus (L.) Palla,Stachliges Seeried,Schoenoplectus mucrone,Lisca mucronata,4,VU,1,1,1,1,0,A,A
378400,Schoenoplectus pungens (Vahl) Palla,Amerikanisches Seeried,Schoenoplectus piquant,Lisca nordamericana,2,CR,1,2,2,2,1,D,A
378600,Schoenoplectus supinus (L.) Palla,Zwerg-Seeried,Schoenoplectus couche,Lisca prostrata,2,CR,1,2,2,2,1,0,D
378800,Schoenoplectus triqueter (L.) Palla,Dreikantiges Seeried,Schoenoplectus a trois angles,Lisca trigona,2,CR,1,2,2,2,1,D,A
379560,Scirpoides holoschoenus (L.) Sojak,Kugelbinse,Scirpe a tetes rondes,Giunchetto,2,CR,1,2,2,2,1,0,A
379800,Scleranthus annuus L. subsp. annuus,Einjaehriger Knaeuel,Gnavelle annuelle,Centograni annuo,3,EN,1,2,0,2,1,A,A
380000,Scleranthus annuus subsp. verticillatus (Tausch) Arcang.,Huegel-Knaeuel,Gnavelle verticillee,Centograni verticillato,3,EN,1,2,1,1,0,A,D
380500,Sclerochloa dura (L.) P. Beauv.,Hartgras,Sclerochloa ferme,Fienarola indurita,4,VU,1,1,0,1,0,0,0
381200,Scorzonera humilis L.,Kleine Schwarzwurzel,Scorzonere peu elevee,Scorzonera minore,4,VU,1,1,1,1,0,A,A
381800,Scrophularia auriculata L.,Wasser-Braunwurz,Scrophulaire auriculee,Scrofularia acquatica,3,EN,1,2,2,2,1,D,A
385100,Sedum rubens L.,Roetlicher Mauerpfeffer,Crassule rougeatre,Borracina arrossata,3,EN,1,2,1,2,1,A,A
386000,Sedum villosum L.,Moor-Mauerpfeffer,Orpin velu,Borracina villosa,4,VU,1,1,1,1,0,0,D
386400,Selinum carvifolia (L.) L.,Silge,Selin a feuilles de cumin des pres,Carvifoglio palustre,4,VU,1,1,1,1,0,A,A
386900,Sempervivum grandiflorum Haw.,Gaudins Hauswurz,Joubarbe a grandes fleurs,Semprevivo a fiori grandi,2,VU,3,2,2,1,0,0,0
387400,Sempervivum wulfenii Mert. & W. D. J. Koch,Wulfens Hauswurz,Joubarbe de Wulfen,Semprevivo di Wulfen,2,VU,3,1,0,1,0,0,0
387500,Senecio abrotanifolius L.,Eberreisblaettriges Kreuzkraut,Senecon a feuilles d'aurone,Senecione abrotanino,4,LC,3,0,0,1,0,0,0
388300,Senecio erraticus Bertol.,Spreizendes Kreuzkraut,Senecon erratique,Senecione dei fossi,4,VU,1,1,1,1,0,0,A
388700,Senecio halleri Dandy,Hallers Greiskraut,Senecon de Haller,Senecione unifloro,4,LC,3,0,1,1,0,0,0
389300,Senecio incanus subsp. insubricus (Chenevard) Braun-Blanq.,Insubrisches Greiskraut,Senecon d'Insubrie,Senecione d'Insubria,4,LC,3,2,2,2,1,0,0
390700,Serapias vomeracea (Burm. f.) Briq.,Pflugschar-Stendelwurz,Serapias a longs petales,Serapide maggiore,2,CR,1,2,2,2,1,0,0
391000,Serratula tinctoria L. subsp. tinctoria,Faerber-Scharte,Serratule des teinturiers,Cerretta comune,4,VU,1,1,1,1,0,A,A
391250,Seseli annuum L.,Huegel-Sesel,Seseli annuel,Finocchiella effimera,4,VU,1,1,1,1,0,D,D
391800,Seseli montanum L.,Berg-Sesel,Seseli des montagnes,Finocchiella abrotanina,4,VU,1,1,1,1,0,A,0
392500,Sesleria sphaerocephala Ard.,Kugelkoepfige Seslerie,Seslerie a tete ronde,Sesleria minore,2,VU,3,1,0,1,0,0,0
393800,Sideritis hyssopifolia L.,Ysopblaettriges Gliedkraut,Crapaudine a feuilles d'hysope,Stregonia alpina,4,VU,1,1,0,1,0,A,D
393900,Sideritis montana L.,Berg-Gliedkraut,Crapaudine des montagnes,Stregonia montana,2,RE,1,99,0,0,0,D,D
394750,Silene cretica L.,Kretisches Leimkraut,Silene de crete,Silene cretica,2,RE,1,99,0,0,0,0,0
395300,Silene flos-jovis (L.) Clairv.,Jupiternelke,Oeillet de Dieu,Crotonella fior di Giove,4,NT,2,0,0,1,0,0,A
395400,Silene gallica L.,Franzoesisches Leimkraut,Silene de France,Silene gallica,2,CR(PE),1,99,0,0,0,D,C
396000,Silene noctiflora L.,Ackernelke,Silene de nuit,Silene aprentesi di notte,4,VU,1,1,0,1,0,A,A
396150,Silene nutans subsp. insubrica (Gaudin) Soldano,Insubrisches Leimkraut,Silene livide,Silene insubrica,4,NT,2,0,0,1,0,0,0
397000,Silene suecica (Lodd.) Greuter & Burdet,Alpen-Pechnelke,Silene de Suede,Crotonella alpina,3,NT,3,0,0,1,0,0,0
397100,Silene vallesia L.,Walliser Leimkraut,Silene du Valais,Silene del Vallese,3,VU,2,1,1,1,0,0,0
398100,Sison amomum L.,Gewuerzdolde,Sison amome,Amomo germanico,3,EN,1,2,2,2,1,0,A
398900,Sisymbrium supinum L.,Niederliegende Rauke,Sisymbre couche,Erba cornacchia supina,1,CR,2,2,2,2,1,A,0
399300,Sium latifolium L.,Grosser Merk,Berle a larges feuilles,Sedanina selvatica,2,CR,1,2,2,2,1,D,A
401700,Sonchus arvensis subsp. uliginosus (M. Bieb.) Nyman,Moor-Gaensedistel,Laiteron des marecages,Grespino palustre,3,EN,1,2,1,2,1,A,A
402000,Sonchus palustris L.,Sumpf-Gaensedistel,Laiteron des marais,Grespino di palude,2,RE,1,99,0,0,0,0,0
402500,Sorbus domestica L.,Speierling,Cormier,Sorbo comune,3,EN,1,2,2,2,1,A,A
402900,Sparganium angustifolium Michx.,Schmalblaettriger Igelkolben,Rubanier a feuilles etroites,Coltellaccio natante,3,NT,3,0,0,1,0,A,A
403000,Sparganium emersum Rehmann,Einfacher Igelkolben,Rubanier emerge,Coltellaccio a fusto semplice,4,VU,1,1,1,1,0,A,A
403300,Sparganium erectum subsp. microcarpum (Neuman) Domin,Kleinfruechtiger Igelkolben,Rubanier a petits fruits,Coltellaccio a frutti piccoli,3,EN,1,2,2,2,1,A,A
403800,Sparganium natans L.,Kleiner Igelkolben,Rubanier nageant,Coltellaccio minore,3,EN,1,2,2,2,1,A,A
404300,Spergula arvensis L.,Acker-Spark,Spargote des champs,Renaiola comune,4,VU,1,1,0,1,0,A,A
404800,Spergularia segetalis (L.) G. Don,Getreidemiere,Spergulaire des moissons,Spergularia delle messi,2,RE,1,99,0,0,0,D,D
405000,Spiranthes aestivalis (Poir.) Rich.,Sommer-Wendelaehre,Spiranthe d'ete,Viticcini estivi,4,VU,1,1,2,2,1,A,A
405100,Spiranthes spiralis (L.) Chevall.,Herbst-Wendelaehre,Spiranthe d'automne,Viticcini autunnali,4,VU,1,1,1,1,0,A,A
405300,Stachys alopecuros (L.) Benth.,Blassgelbe Betonie,epiaire vulpin,Betonica bianca,4,VU,1,1,1,1,0,0,0
405500,Stachys annua (L.) L.,Einjaehriger Ziest,epiaire annuelle,Stregona annuale,4,VU,1,1,0,1,0,A,A
405600,Stachys arvensis (L.) L.,Acker-Ziest,epiaire des champs,Stregona minore,2,CR,1,1,0,1,0,A,A
405800,Stachys germanica L.,Deutscher Ziest,epiaire d'Allemagne,Stregona germanica,4,VU,1,1,1,1,0,A,A
406700,Stachys recta subsp. grandiflora (Caruel) Arcang.,Grosslippiger Ziest,epiaire a grandes fleurs,Stregona labbruta,4,VU,1,1,1,1,0,0,0
407000,Staphylea pinnata L.,Pimpernuss,Staphylier penne,Bossolo,4,VU,1,1,1,1,0,A,A
407700,Stellaria longifolia Willd.,Langblaettrige Sternmiere,Stellaire a longues feuilles,Centocchio a foglie lunghe,2,EN,2,2,2,2,1,0,0
408400,Stellaria palustris Hoffm.,Sumpf-Sternmiere,Stellaire des marais,Centocchio delle paludi,2,RE,1,99,0,0,0,D,D
408800,Stemmacantha rhapontica subsp. lamarckii Dittrich,Lamarcks Bergscharte,Stemmacanthe de Lamarck,Stemmacanta di Lamarck,3,VU,2,1,1,1,0,0,0
409900,Subularia aquatica L.,Pfriemenkresse,Subulaire aquatique,Subularia acquatica,2,RE,1,99,0,0,0,0,D
412100,Taraxacum aquilonare Hand.-Mazz.,Noerdliches Pfaffenroehrlein,Pissenlit du nord,Tarassaco nordico,4,VU,1,0,0,1,0,0,0
412300,Taraxacum ceratophorum aggr.,Gehoerntes Pfaffenroehrlein,Pissenlit a callosites,Tarassaco con involucro calloso,1,EN,3,1,2,1,0,0,0
412500,Taraxacum cucullatum aggr.,Kapuzen-Pfaffenroehrlein,Pissenlit a capuchons,Tarassaco a cappuccio,3,NT,3,0,0,1,0,0,0
412600,Taraxacum dissectum (Ledeb.) Ledeb.,Schlitzblaettriges Pfaffenroehrlein,Pissenlit decoupe,Tarassaco inciso,1,EN,3,1,2,1,0,0,0
412700,Taraxacum fontanum aggr.,Brunnen-Pfaffenroehrlein,Pissenlit des fontaines,Tarassaco delle fonti,3,VU,2,1,1,1,0,0,0
413200,Taraxacum pacheri Sch. Bip.,Pachers Pfaffenroehrlein,Pissenlit de Pacher,Tarassaco di Pacher,3,VU,2,1,0,1,0,0,0
413700,Teesdalia nudicaulis (L.) R. Br.,Teesdalie,Teesdalie nudicaule,Teesdalia a fusto nudo,2,RE,1,99,0,0,0,0,D
414100,Tephroseris capitata (Wahlenb.) Griseb. & Schenk,Kopf-Aschkraut,Tephroseris capite,Senecione capitato,4,VU,1,1,1,1,0,0,0
414200,Tephroseris helenitis (L.) B. Nord.,Spatelblaettriges Aschkraut,Tephroseris helenitis,Senecione con foglie spatolate,3,EN,1,2,2,2,1,A,C
414300,Tephroseris integrifolia (L.) Holub,Ganzblaettriges Aschkraut,Tephroseris a feuilles entieres,Senecione rosulato,2,VU,3,1,1,1,0,A,0
414400,Tephroseris tenuifolia (Gaudin) Holub,Gaudins Aschkraut,Tephroseris a feuilles minces,Senecione di Gaudin,2,VU,3,1,0,1,0,0,0
414900,Teucrium botrys L.,Trauben-Gamander,Germandree botryde,Camedrio secondo,4,VU,1,1,0,1,0,A,A
415200,Teucrium scordium L.,Lauch-Gamander,Germandree d'eau,Camedrio scordio,3,EN,1,2,2,2,1,A,A
415400,Thalictrum alpinum L.,Alpen-Wiesenraute,Pigamon des Alpes,Pigamo alpino,3,NT,3,0,0,1,0,0,0
415800,Thalictrum flavum L.,Gelbe Wiesenraute,Pigamon jaune,Pigamo giallo,4,VU,1,1,1,2,1,A,A
416100,Thalictrum lucidum L.,Glaenzende Wiesenraute,Pigamon luisant,Pigamo lucido,2,EN,2,2,2,2,1,0,0
416680,Thalictrum simplex L. subsp. simplex,Einfache Wiesenraute,Pigamon a folioles lineaires,Pigamo erba scopaia,3,EN,1,2,1,2,1,B,A
416800,Thalictrum simplex subsp. galioides (DC.) Korsh.,Labkraut-Wiesenraute,Pigamon gaillet,Pigamo galioide,1,CR,2,2,2,1,0,D,A
417000,Thelypteris palustris Schott,Sumpffarn,Thelypteris des marais,Felce palustre,4,VU,1,1,1,1,0,A,A
417500,Thesium humifusum DC.,Niederliegender Bergflachs,Thesium couche,Linaiola prostrata,2,CR,1,2,2,2,1,0,A
417600,Thesium linophyllon L.,Leinblaettriger Bergflachs,Thesium a feuilles de lin,Linaiola comune,4,VU,1,1,1,1,0,A,A
417800,Thesium rostratum Mert. & W. D. J. Koch,Schnabelfruechtiger Bergflachs,Thesium rostre,Linaiola rostrata,3,EN,1,2,2,2,1,D,A
419200,Thlaspi rotundifolium subsp. corymbosum Gremli,Doldentraubiges Taeschelkraut,Tabouret en corymbe,Tlaspi corimboso,3,NT,3,0,0,1,0,0,0
419400,Thlaspi sylvium Gaudin,Penninisches Taeschelkraut,Tabouret du Mont Cervin,Erba storna piemontese,2,VU,3,1,0,1,0,0,0
419500,Thlaspi virens Jord.,Gruenes Taeschelkraut,Tabouret verdoyant,Erba storna verdeggiante,3,NT,3,0,0,1,0,0,0
419800,Thymelaea passerina (L.) Coss. & Germ.,Vogelkopf,Passerine annuelle,Timelea annuale,2,CR,1,2,1,2,1,A,A
421700,Tofieldia pusilla (Michx.) Pers.,Kleine Simsenlilie,Tofieldie naine,Taiola minore,3,NT,3,0,0,1,0,0,0
423200,Tragopogon pratensis subsp. minor (Mill.) Hartm.,Kleiner Bocksbart,Petit salsifis,Barba di becco piccola,4,VU,1,1,0,1,0,A,A
423500,Trapa natans L.,Wassernuss,Chataigne d'eau,Castagna d'acqua,2,CR,1,2,2,2,1,A,B
423700,Tribulus terrestris L.,Burzeldorn,Croix de Malte,Tribolo comune,4,VU,1,0,0,1,0,0,A
424200,Trientalis europaea L.,Siebenstern,Trientalis d'Europe,Trientalis,3,VU,2,2,2,2,1,0,0
426600,Trifolium ochroleucon Huds.,Gelblicher Klee,Trefle jaunatre,Trifoglio bianco-giallo,4,VU,1,1,1,1,0,A,A
426800,Trifolium patens Schreb.,Suedlicher Gold-Klee,Trefle etale,Trifoglio patente,4,VU,1,1,0,1,0,0,B
427600,Trifolium saxatile All.,Stein-Klee,Trefle des rochers,Trifoglio dei greti,2,VU,3,1,1,2,1,0,0
427700,Trifolium scabrum L.,Rauher Klee,Trefle scabre,Trifoglio scabro,3,EN,1,1,1,1,0,A,A
427800,Trifolium spadiceum L.,Brauner Moor-Klee,Trefle marron,Trifoglio spadiceo,4,VU,1,1,1,1,0,A,0
427900,Trifolium striatum L.,Gestreifter Klee,Trefle strie,Trifoglio striato,4,VU,1,1,1,1,0,A,A
428500,Trigonella monspeliaca L.,Franzoesischer Bockshornklee,Trigonelle de Montpellier,Fieno greco di Montpellier,4,VU,1,1,1,1,0,0,0
428600,Trinia glauca (L.) Dumort.,Faserschirm,Trinie glauque,Sassifragia pannocchiuta,4,VU,1,1,1,1,0,A,A
429200,Trisetum cavanillesii Trin.,Cavanilles' Grannenhafer,Trisete de Cavanilles,Gramigna di Cavanilles,1,EN,3,2,2,2,1,0,0
430500,Trochiscanthes nodiflora (All.) W. D. J. Koch,Radbluete,Trochiscanthe nodiflore,Angelica minore,4,VU,1,1,2,2,1,0,0
431400,Tulipa sylvestris L. subsp. sylvestris,Weinberg-Tulpe,Tulipe sauvage,Tulipano dei campi,4,VU,1,1,1,1,0,A,A
431500,Tulipa sylvestris subsp. australis (Link) Pamp.,Suedalpine Tulpe,Tulipe meridionale,Tulipano montano,2,VU,3,2,2,2,1,0,0
431800,Turgenia latifolia (L.) Hoffm.,Breitblaettrige Turgenie,Turgenie a larges feuilles,Lappola maggiore,2,RE,1,99,0,0,0,D,D
432300,Typha minima Hoppe,Kleiner Rohrkolben,Petite massette,Lisca minore,2,CR,1,2,2,2,1,D,A
432400,Typha shuttleworthii W. D. J. Koch & Sond.,Shuttleworths Rohrkolben,Massette de Shuttleworth,Lisca di Shuttleworth,3,EN,1,2,2,2,1,D,A
432900,Ulmus laevis Pall.,Flatter-Ulme,Orme pedoncule,Olmo bianco,3,EN,1,2,1,2,1,A,A
433300,Umbilicus rupestris (Salisb.) Dandy,Venusnabel,Nombril de Venus,Ombelico di Venere,3,EN,1,1,1,1,0,0,A
433500,Urtica urens L.,Kleine Brennessel,Ortie brulante,Ortica minore,4,VU,1,1,0,1,0,A,A
433700,Utricularia bremii Heer,Bremis Wasserschlauch,Utriculaire de Bremi,Erba-vescica di Bremi,1,CR,2,2,2,2,1,0,A
433800,Utricularia intermedia Hayne,Mittlerer Wasserschlauch,Utriculaire intermediaire,Erba-vescica intermedia,1,CR,2,2,2,2,1,A,A
433900,Utricularia minor L.,Kleiner Wasserschlauch,Petite utriculaire,Erba-vescica minore,4,VU,1,2,1,2,1,A,A
434100,Utricularia ochroleuca R. W. Hartm.,Blassgelber Wasserschlauch,Utriculaire jaune pale,Erba-vescica giallastra,1,CR,2,2,2,2,1,A,A
434150,Utricularia stygia G. Thor,Styx-Wasserschlauch,Utriculaire du Styx,Utricolaria dello Stige,2,CR,1,2,1,2,1,0,A
434200,Utricularia vulgaris L.,Gewoehnlicher Wasserschlauch,Utriculaire commune,Erba-vescica comune,3,EN,1,2,2,2,1,A,A
434300,Vaccaria hispanica (Mill.) Rauschert,Kuhnelke,Vaccaire d'Espagne,Cetino dei campi,2,CR,1,1,0,1,0,A,A
434700,Vaccinium microcarpum (Rupr.) Schmalh.,Kleinfruechtige Moosbeere,Canneberge a petits fruits,Mirtillo minore,2,VU,3,1,1,1,0,A,C
435400,Valeriana celtica L.,Keltischer Baldrian,Valeriane celte,Valeriana celtica,3,NT,3,0,1,1,0,0,0
436300,Valeriana saliunca All.,Felsschutt-Baldrian,Valeriane a feuilles de saule,Valeriana saliunca,4,NT,2,0,0,1,0,0,0
436600,Valeriana supina Ard.,Zwerg-Baldrian,Valeriane naine,Valeriana strisciante,4,LC,3,0,0,1,0,0,0
437300,Valerianella dentata (L.) Pollich,Gezaehnter Ackersalat,Valerianelle dentee,Gallinella dentata,4,VU,1,1,0,1,0,A,A
437400,Valerianella eriocarpa Desv.,Haarfruechtiger Ackersalat,Valerianelle a fruits velus,Gallinella campanulata,2,CR(PE),1,99,0,0,0,0,0
437600,Valerianella rimosa Bastard,Gefurchter Ackersalat,Valerianelle sillonnee,Gallinella liscia,3,EN,1,2,0,2,1,A,A
438200,Veratrum nigrum L.,Schwarzer Germer,Veratre noir,Veratro nero,3,EN,1,0,1,1,0,0,0
438495,Verbascum chaixii Vill.,Chaix' Wollkraut,Molene de Chaix,Verbasco di Chaix,3,EN,1,2,1,2,1,0,0
439500,Verbascum pulverulentum Vill.,Flockiges Wollkraut,Molene pulverulente,Verbasco a candelabro,3,EN,1,1,0,1,0,A,A
440100,Veronica acinifolia L.,Steinquendelblaettriger Ehrenpreis,Veronique a feuilles d'acinos,Veronica acinifoglia,2,CR,1,2,1,2,1,D,A
440600,Veronica anagalloides Guss.,Falscher Gauchheil-Ehrenpreis,Veronique a pedicelle glanduleux,Veronica delle sponde,2,CR,1,2,2,2,1,0,0
440900,Veronica austriaca L.,oesterreichischer Ehrenpreis,Veronique d'Autriche,Veronica d'Austria,1,CR,3,2,2,2,1,A,0
441300,Veronica catenata Pennell,Lockeraehriger Ehrenpreis,Veronique a epis laches,Veronica concatenata,3,EN,1,2,2,2,1,0,A
441500,Veronica dillenii Crantz,Dillenius' Ehrenpreis,Veronique de Dillenius,Veronica di Dillenius,4,VU,1,1,1,1,0,0,0
442900,Veronica praecox All.,Fruehbluehender Ehrenpreis,Veronique precoce,Veronica precoce,4,VU,1,1,0,1,0,D,A
443000,Veronica prostrata L. subsp. prostrata,Niederliegender Ehrenpreis,Veronique couchee,Veronica sdraiata,2,EN,2,2,2,2,1,0,0
443100,Veronica prostrata subsp. scheereri J.-P. Brandt,Scheerers Ehrenpreis,Veronique de Scheerer,Veronica di Scheerer,2,EN,2,2,2,2,1,A,A
443300,Veronica scutellata L.,Schildfruechtiger Ehrenpreis,Veronique a ecussons,Veronica delle paludi,4,VU,1,1,1,1,0,A,A
444000,Veronica triphyllos L.,Dreiteiliger Ehrenpreis,Veronique a trois lobes,Veronica trifogliata,4,VU,1,1,2,2,1,D,A
446100,Vicia lathyroides L.,Platterbsen-Wicke,Vesce fausse gesse,Veccia serena,3,EN,1,1,1,1,0,D,D
446500,Vicia orobus DC.,Rankenlose Wicke,Vesce orobe,Veccia cece,1,CR,3,2,2,2,1,A,0
446900,Vicia pisiformis L.,Erbsen-Wicke,Vesce a feuilles de pois,Veccia pisellina,2,CR,1,2,2,2,1,C,0
449200,Viola calcarata L.,Langsporniges Stiefmuetterchen,Pensee eperonnee,Viola con sperone,4,LC,3,0,0,1,0,0,0
449300,Viola canina L. subsp. canina,Heide-Veilchen,Violette des chiens,Viola selvatica,4,VU,1,1,1,1,0,A,A
449700,Viola cenisia L.,Mont-Cenis-Stiefmuetterchen,Pensee du Mont Cenis,Viola del Moncenisio,4,LC,3,0,0,1,0,0,0
450200,Viola elatior Fr.,Hohes Veilchen,Violette elevee,Viola maggiore,3,EN,1,2,2,2,1,A,A
450400,Viola kitaibeliana Schult.,Zwerg-Stiefmuetterchen,Pensee de Kitaibel,Viola di Kitaibel,4,VU,1,1,1,1,0,0,0
451200,Viola persicifolia Schreb.,Moor-Veilchen,Violette a feuilles de pecher,Viola con foglie di pesco,3,EN,1,2,2,2,1,A,A
451300,Viola pinnata L.,Fiederblaettriges Veilchen,Violette pennee,Viola pennata,4,NT,2,0,0,1,0,0,0
451400,Viola pumila Chaix,Niedriges Veilchen,Violette naine,Viola minore,2,RE,1,99,0,0,0,0,D
452200,Viola suavis M. Bieb.,Ferd. Otto Wolfs Veilchen,Violette suave,Viola soave,4,NT,2,1,0,1,0,0,0
453500,Vitis sylvestris C. C. Gmel.,Wilde Rebe,Vigne des bois,Vite selvatica,2,CR,1,2,2,2,1,0,0
453700,Vulpia bromoides (L.) Gray,Trespen-Federschwingel,Vulpie faux brome,Paleo bromoide,3,EN,1,0,0,1,0,A,A
454000,Vulpia unilateralis (L.) Stace,Strand-Duennschwanz,Vulpie unilaterale,Festuca unilaterale,2,CR(PE),1,99,0,0,0,C,D
454500,Woodsia alpina (Bolton) Gray,Alpen-Wimperfarn,Woodsia des Alpes,Felcetta alpina,4,LC,3,0,0,1,0,0,0
454700,Woodsia ilvensis (L.) R. Br.,Suedlicher Wimperfarn,Woodsia d'Elbe,Felcetta pelosa,2,VU,3,1,0,1,0,0,0
454800,Woodsia pulchella Bertol.,Kahler Wimperfarn,Woodsia joli,Felcetta glabra,2,EN,2,2,1,1,0,0,0
455200,Xanthium strumarium L.,Gewoehnliche Spitzklette,Lampourde ordinaire,Nappola minore,3,EN,1,0,0,1,0,A,A
455600,Xeranthemum inapertum (L.) Mill.,Felsenheide-Strohblume,Xerantheme ferme,Perpetuini mezzani,1,CR,2,2,2,2,1,0,C
455700,Zannichellia palustris L.,Teichfaden,Zannichellie des marais,Zannichellia,4,VU,1,0,1,1,0,A,A
